編號,案類,發生日期,發生時段,發生地點
1052,自行車竊盜,1061015,16~18,臺北市北投區奇岩捷運站旁
1053,自行車竊盜,1061016,06~08,臺北市中山區建國北路3段31~60號
1054,自行車竊盜,1061017,10~12,臺北市大安區義村里忠孝東路3段248巷31~60號
1055,自行車竊盜,1061018,16~18,臺北市信義區四育里市民大道6段(虎林街口)
1056,自行車竊盜,1061019,10~12,臺北市松山區八德路4段631~660號
1057,自行車竊盜,1061019,12~14,臺北市大安區仁慈里大安路1段151~180號
1058,自行車竊盜,1061022,22~24,臺北市中正區文北里臨沂街31~60號
1059,自行車竊盜,1061023,06~08,臺北市大安區住安里大安路2段53巷
1060,自行車竊盜,1061023,22~24,臺北市南港區鴻福里玉成街201巷8弄1~30號
1061,自行車竊盜,1061025,02~04,臺北市大同區國慶里民族西路211~240號
1062,自行車竊盜,1061027,00~02,臺北市北投區榮光里西安街1段211~240號
1063,自行車竊盜,1061028,14~16,臺北市中山區錦西街1~30號
1064,自行車竊盜,1061030,10~12,臺北市文山區景華里三福街1~30號
1065,自行車竊盜,1061031,10~12,臺北市信義區三張里吳興街281巷31~60號
1066,自行車竊盜,1061102,08~10,臺北市信義區新仁里忠孝東路4段553巷6弄1~30號
1067,自行車竊盜,1061103,06~08,臺北市萬華區廣州街31~60號
1068,自行車竊盜,1061103,18~20,臺北市大安區通安里臨江街118巷3弄1~30號
1069,自行車竊盜,1061106,20~22,臺北市士林區葫蘆里葫蘆街163巷
1070,自行車竊盜,1061107,04~06,臺北市士林區聖山里忠誠路1段151~180號
1071,自行車竊盜,1061107,12~14,臺北市中山區南京東路3段151~180號
1072,自行車竊盜,1061108,20~22,臺北市中山區錦州街211~240號
1073,自行車竊盜,1061109,14~16,臺北市中正區梅花里市民大道3段1~30號
1074,自行車竊盜,1061109,18~20,臺北市內湖區成功路4段167巷(內湖捷運站2號
1075,自行車竊盜,1061110,10~12,臺北市中山區復興北路430巷1~30號
1076,自行車竊盜,1061112,16~18,臺北市中正區常德街(公園路)
1077,自行車竊盜,1061116,16~18,臺北市松山區八德路3段151~180號
1078,自行車竊盜,1061118,16~18,臺北市中正區水源里羅斯福路4段121~150號
1079,自行車竊盜,1061119,16~18,臺北市大安區龍門里大安森林公園捷運站2號
1080,自行車竊盜,1061121,14~16,臺北市北投區智仁里中和街493巷1~30號
1081,自行車竊盜,1061121,22~24,臺北市文山區興豐里興隆路2段95巷
1082,自行車竊盜,1061122,00~02,臺北市大安區住安里信義路4段1~30號
1083,自行車竊盜,1061123,06~08,臺北市南港區西新里向陽路1~30號
1084,自行車竊盜,1061124,20~22,臺北市北投區大同里光明路1~30號
1085,自行車竊盜,1061126,08~10,臺北市大同區長安西路52巷
1086,自行車竊盜,1061127,12~14,臺北市北投區永明里立農街2段(與義理街口)
1087,自行車竊盜,1061127,20~22,臺北市萬華區(康定路與桂林路口)
1088,自行車竊盜,1061129,06~08,臺北市大安區龍門里新生南路2段1~30號
1089,自行車竊盜,1061202,08~10,臺北市大安區龍安里新生南路2段61~90號
1090,自行車竊盜,1061202,20~22,臺北市中正區幸市里濟南路2段(家樂福便利購旁的防火巷)
1091,自行車竊盜,1061203,14~16,臺北市大安區龍門里新生南路與金華街口(大安森林公園5號
1092,自行車竊盜,1061203,16~18,臺北市文山區興邦里興隆路2段151~180號
1093,自行車竊盜,1061203,18~20,臺北市文山區景行里景文街91~120號
1094,自行車竊盜,1061205,06~08,臺北市大同區民族西路76巷39弄
1095,自行車竊盜,1061206,06~08,臺北市信義區永吉里松隆路331~360號
1096,自行車竊盜,1061206,12~14,臺北市士林區社子里16鄰延平北路6段91~120號
1097,自行車竊盜,1061207,10~12,臺北市中正區建國里重慶南路1段121~150號
1098,自行車竊盜,1061210,18~20,臺北市中正區水源里汀州路3段104巷((自來水公園))
1099,自行車竊盜,1061210,18~20,臺北市士林區德行里福華路164巷1~30號
1100,自行車竊盜,1061211,02~04,臺北市文山區興得里興隆路3段36巷16弄1~30號
1101,自行車竊盜,1061211,12~14,臺北市北投區石牌里15鄰西安街1段151~180號
1102,自行車竊盜,1061213,02~04,臺北市萬華區成都路61~90號
1103,自行車竊盜,1061215,00~02,臺北市大安區新生南路3段61~90號
1104,自行車竊盜,1061215,16~18,臺北市大同區寧夏路一帶
1105,自行車竊盜,1061215,16~18,臺北市大安區龍圖里13鄰瑞安街154巷31~60號
1106,自行車竊盜,1061215,16~18,臺北市信義區富台里忠孝東路5段271~300號
1107,自行車竊盜,1061216,06~08,臺北市大同區環河北路1段271~300號
1108,自行車竊盜,1061216,12~14,臺北市士林區承德里18鄰基河路1~30號
1109,自行車竊盜,1061216,14~16,臺北市大安區福住里信義路與新生南路口
1110,自行車竊盜,1061216,18~20,臺北市松山區撫遠街389巷1~30號
1111,自行車竊盜,1061216,20~22,臺北市松山區?民路31~60號
1112,自行車竊盜,1061217,08~10,臺北市士林區福德里福德路1~30號
1113,自行車竊盜,1061219,02~04,臺北市大同區昌吉街61巷35弄1~30號
1114,自行車竊盜,1061223,08~10,臺北市大安區群賢里復興南路2段151~180號
1115,自行車竊盜,1061223,14~16,臺北市大安區龍安里10鄰青田街5巷1~30號
1116,自行車竊盜,1061223,22~24,臺北市大安區忠孝新生捷運站5號
1117,自行車竊盜,1061225,20~22,臺北市文山區興得里9鄰興隆路3段31~60號
1118,自行車竊盜,1061226,22~24,臺北市大安區龍圖里信義路3段91~120號
1119,自行車竊盜,1061226,22~24,臺北市萬華區長順街48巷1~30號
1120,自行車竊盜,1061227,08~10,臺北市信義區長春里松山路271~300號
1121,自行車竊盜,1070101,02~04,臺北市信義區廣居里忠孝東路5段372巷27弄1~30號
1122,自行車竊盜,1070101,08~10,臺北市大同區南京西路25巷1~30號
1123,自行車竊盜,1070102,22~24,臺北市文山區木柵里030鄰木柵路3段91~120號
1124,自行車竊盜,1070104,00~02,臺北市大同區赤峰街1~30號
1125,自行車竊盜,1070104,14~16,臺北市萬華區西寧南路1~30號
1126,自行車竊盜,1070104,18~20,臺北市萬華區康定路361~390號
1127,自行車竊盜,1070109,08~10,臺北市北投區林泉里泉源路1~30號
1128,自行車竊盜,1070112,06~08,臺北市中正區南門里小南門捷運站2號
1129,自行車竊盜,1070115,00~02,臺北市信義區大仁里福德街61~90號
1130,自行車竊盜,1070118,18~20,臺北市內湖區環山路2段91~120號
1131,自行車竊盜,1070118,20~22,臺北市中正區網溪里7鄰同安街80巷1~30號
1132,自行車竊盜,1070118,20~22,臺北市大同區民權西路245巷31~60號
1133,自行車竊盜,1070120,06~08,臺北市松山區八德路3段1~30號
1134,自行車竊盜,1070122,06~08,臺北市文山區興光里興隆路3段115巷
1135,自行車竊盜,1070123,12~14,臺北市大同區赤峰街53巷1~30號
1136,自行車竊盜,1070124,02~04,臺北市信義區莊敬路421~450號
1137,自行車竊盜,1070125,10~12,臺北市信義區永春里忠孝東路5段743巷21弄1~30號
1138,自行車竊盜,1070127,02~04,臺北市大安區古風里師大路121~150號
1139,自行車竊盜,1070128,02~04,臺北市內湖區港富里內湖路1段737巷41弄1~30號
1140,自行車竊盜,1070131,20~22,臺北市大同區延平北路2段91~120號
1141,自行車竊盜,1070202,12~14,臺北市大同區興城街61~90號
1142,自行車竊盜,1070206,12~14,臺北市中山區復興北路380巷6弄
1143,自行車竊盜,1070206,12~14,臺北市信義區富台里忠孝東路5段271~300號
1144,自行車竊盜,1070211,16~18,臺北市信義區永春里松山路287巷31~60號
1145,自行車竊盜,1070212,16~18,臺北市文山區樟林里016鄰忠順街1段41巷3弄1~30號
1146,自行車竊盜,1070214,02~04,臺北市中山區中山北路2段115巷1~30號
1147,自行車竊盜,1070214,20~22,臺北市大安區學府里羅斯福路4段1~30號
1148,自行車竊盜,1070215,10~12,臺北市中正區水源里思源街1~30號
1149,自行車竊盜,1070216,02~04,臺北市松山區民生東路5段69巷29弄1~30號
1150,自行車竊盜,1070216,02~04,臺北市松山區民生東路5段69巷21弄1~30號
1151,自行車竊盜,1070217,04~06,臺北市中正區建國里博愛路151~180號
1152,自行車竊盜,1070219,16~18,臺北市大安區龍門里辛亥路2段31~60號
1153,自行車竊盜,1070221,00~02,臺北市萬華區峨嵋街1~30號
1154,自行車竊盜,1070221,22~24,臺北市中正區羅斯福路2段
1155,自行車竊盜,1070222,10~12,臺北市松山區光復北路85巷1~30號
1156,自行車竊盜,1070225,20~22,臺北市大安區芳和里嘉興街363巷1~30號
1157,自行車竊盜,1070301,02~04,臺北市松山區民生東路5段36巷4弄31~60號
1158,自行車竊盜,1070302,00~02,臺北市大安區光武里大安路1段31巷31~60號
1159,自行車竊盜,1070303,08~10,臺北市內湖區內湖路3段143巷1~30號
1160,自行車竊盜,1070307,06~08,臺北市北投區榮光里西安街1段(明德捷運站旁)
1161,自行車竊盜,1070309,00~02,臺北市信義區忠孝東路5段481~510號
1162,自行車竊盜,1070311,02~04,臺北市松山區南京東路5段291巷47弄1~30號
1163,自行車竊盜,1070311,12~14,臺北市中山區雙城街10巷1~30號
1164,自行車竊盜,1070312,20~22,臺北市中正區永功里和平西路2段70巷17弄31~60號
1165,自行車竊盜,1070314,00~02,臺北市信義區六藝里永吉路180巷70弄1~30號
1166,自行車竊盜,1070314,14~16,臺北市內湖區民權東路六段91~120號
1167,自行車竊盜,1070315,00~02,臺北市信義區長春里永吉路278巷57弄1~30號
1168,自行車竊盜,1070318,00~02,臺北市南港區忠孝東路6段70巷21弄1~30號
1169,自行車竊盜,1070318,02~04,臺北市信義區富台里忠孝東路5段(虎林街口)
1170,自行車竊盜,1070319,00~02,臺北市信義區雅祥里基隆路1段83巷1~30號
1171,自行車竊盜,1070319,02~04,臺北市中正區文盛里羅斯福路3段211~240號
1172,自行車竊盜,1070319,04~06,臺北市萬華區長順街99巷1~30號
1173,自行車竊盜,1070319,04~06,臺北市萬華區長順街99巷1~30號
1174,自行車竊盜,1070319,16~18,臺北市北投區裕民里明德路91~120號
1175,自行車竊盜,1070319,22~24,臺北市信義區莊敬路423巷7弄1~30號
1176,自行車竊盜,1070322,00~02,臺北市中山區農安街77巷9弄內
1177,自行車竊盜,1070322,20~22,臺北市文山區試院里027鄰木柵路1段121~150號
1178,自行車竊盜,1070324,00~02,臺北市大同區民族西路61~90號
1179,自行車竊盜,1070324,06~08,臺北市信義區雙和里吳興街284巷1~30號
1180,自行車竊盜,1070329,18~20,臺北市大安區學府里羅斯福路4段1~30號
1181,自行車竊盜,1070329,18~20,臺北市信義區雙和里吳興街600巷53弄1~30號
1182,自行車竊盜,1070329,22~24,臺北市大同區延平北路1段69巷1~30號
1183,自行車竊盜,1070402,12~14,臺北市內湖區成功路4段167巷口
1184,自行車竊盜,1070402,12~14,臺北市信義區富台里忠孝東路5段(永春捷運站5號
1185,自行車竊盜,1070402,16~18,臺北市士林區三玉里13鄰忠誠路2段1~30號
1186,自行車竊盜,1070403,00~02,臺北市大安區龍門里新生南路2段1~30號
1187,自行車竊盜,1070403,18~20,臺北市南港區成福路91~120號
1188,自行車竊盜,1070407,16~18,臺北市中正區南門里重慶南路2段與南海路口的天橋下(靠中正第
1189,自行車竊盜,1070408,14~16,臺北市內湖區民權東路6段296巷31~60號
1190,自行車竊盜,1070409,10~12,臺北市中山區新生北路2段133巷1~30號
1191,自行車竊盜,1070409,14~16,臺北市大同區敦煌路88巷
1192,自行車竊盜,1070410,02~04,臺北市大同區延平北路4段111巷
1193,自行車竊盜,1070411,02~04,臺北市信義區五全里永吉路278巷47弄1~30號
1194,自行車竊盜,1070411,20~22,臺北市信義區三張里吳興街281巷31~60號
1195,自行車竊盜,1070413,14~16,臺北市中正區南門里廣州街8巷
1196,自行車竊盜,1070413,18~20,臺北市大同區(大橋頭捷運站2號
1197,自行車竊盜,1070415,14~16,臺北市中山區中山北路2段91~120號
1198,自行車竊盜,1070415,14~16,臺北市大同區寧夏路91~120號
1199,自行車竊盜,1070415,18~20,臺北市大同區承德路3段208巷1~30號
1200,自行車竊盜,1070416,14~16,臺北市大同區民族西路252巷
1201,自行車竊盜,1070418,14~16,臺北市大同區迪化街2段421~450號
1202,自行車竊盜,1070419,16~18,臺北市大安區民炤里信義路3段31~60號
1203,自行車竊盜,1070419,20~22,臺北市大同區寧夏路31~60號
1204,自行車竊盜,1070421,10~12,臺北市內湖區港華街1~30號
1205,自行車竊盜,1070422,12~14,臺北市內湖區康寧路1段64巷1~30號
1206,自行車竊盜,1070422,18~20,臺北市信義區六藝里永吉路180巷16弄1~30號
1207,自行車竊盜,1070424,00~02,臺北市萬華區萬大路137巷31~60號
1208,自行車竊盜,1070425,00~02,臺北市大安區建安里忠孝東路4段147巷
1209,自行車竊盜,1070427,00~02,臺北市大安區龍泉里泰順街26巷
1210,自行車竊盜,1070428,12~14,臺北市內湖區康寧路1段151~180號
1211,自行車竊盜,1070429,14~16,臺北市信義區興隆里忠孝東路5段(逸仙路口)
1212,自行車竊盜,1070430,22~24,臺北市大同區大龍街61~90號
1213,自行車竊盜,1070501,00~02,臺北市中正區螢圃里25鄰和平西路1段121~150號
1214,自行車竊盜,1070501,16~18,臺北市大安區龍生里和平東路與建國南路口
1215,自行車竊盜,1070503,14~16,臺北市萬華區內江街31~60號
1216,自行車竊盜,1070505,00~02,臺北市士林區福佳里文昌路91~120號
1217,自行車竊盜,1070505,04~06,臺北市中山區渭水路3巷1~30號
1218,自行車竊盜,1070505,04~06,臺北市中山區渭水路3巷1~30號
1219,自行車竊盜,1070505,08~10,臺北市士林區天玉里天母西路1~30號
1220,自行車竊盜,1070505,12~14,臺北市中山區敬業一路與樂群三路口的停車格
1221,自行車竊盜,1070506,02~04,臺北市中山區新生北路2段29之1~30號
1222,自行車竊盜,1070508,00~02,臺北市松山區三民路107巷1~30號
1223,自行車竊盜,1070508,20~22,臺北市士林區蘭雅里中山北路6段271~300號
1224,自行車竊盜,1070509,08~10,臺北市內湖區金湖路91~120號
1225,自行車竊盜,1070509,16~18,臺北市南港區東明街97巷與東明街口
1226,自行車竊盜,1070511,16~18,臺北市南港區東新街151~180號
1227,自行車竊盜,1070511,20~22,臺北市內湖區內湖路2段103巷119弄31~60號
1228,自行車竊盜,1070512,02~04,臺北市中山區龍江路155巷1~30號
1229,自行車竊盜,1070512,10~12,臺北市大安區虎嘯里2鄰敦化南路2段172巷1~30號
1230,自行車竊盜,1070512,14~16,臺北市中山區中山國中捷運站前
1231,自行車竊盜,1070513,00~02,臺北市內湖區文湖街21巷94弄口
1232,自行車竊盜,1070513,14~16,臺北市北投區吉慶里石牌路1段71巷3弄1~30號
1233,自行車竊盜,1070514,06~08,臺北市大安區黎元里臥龍街195巷31~60號
1234,自行車竊盜,1070515,14~16,臺北市中正區三元街61~90號
1235,自行車竊盜,1070515,14~16,臺北市大安區龍門里建國南路2段241~270號
1236,自行車竊盜,1070516,04~06,臺北市大同區酒泉街10巷
1237,自行車竊盜,1070519,08~10,臺北市大同區重慶北路3段301~330號
1238,自行車竊盜,1070519,18~20,臺北市中山區南京新生停車場南側
1239,自行車竊盜,1070520,10~12,臺北市大同區鄭州路1~30號
1240,自行車竊盜,1070521,00~02,臺北市信義區長春里松山路301~330號
1241,自行車竊盜,1070523,02~04,臺北市大安區龍生里建國南路2段211~240號
